index,n,epsilon,d,m,k_budget,k_theory,t,repeat,time_mu_s,model_error
397,1000,0.50,500,6,1500,293,1.0162,97,72359.00,452.585846
398,1000,0.50,500,6,1500,293,0.9954,98,72333.00,761.624756
399,1000,0.50,500,6,1500,293,0.9861,99,74159.00,383.951721
400,1000,0.50,500,3,15000,35,1.0353,0,54398.00,0.824512
401,1000,0.50,500,3,15000,35,1.0389,1,418079.00,0.299450
402,1000,0.50,500,3,15000,35,0.9435,2,404747.00,0.461808
403,1000,0.50,500,3,15000,35,0.9611,3,413417.00,0.815073
404,1000,0.50,500,3,15000,35,0.9877,4,406521.00,0.502559
405,1000,0.50,500,3,15000,35,0.9647,5,410393.00,1.891192
406,1000,0.50,500,3,15000,35,1.0227,6,31859.00,1.182075
407,1000,0.50,500,3,15000,35,1.0327,7,26721.00,1.171951
408,1000,0.50,500,3,15000,35,1.0544,8,34617.00,0.172026
409,1000,0.50,500,3,15000,35,1.0031,9,413562.00,0.476415
410,1000,0.50,500,3,15000,35,0.9462,10,413669.00,0.653021
411,1000,0.50,500,3,15000,35,1.0428,11,59087.00,1.024183
412,1000,0.50,500,3,15000,35,0.9663,12,406344.00,0.865170
413,1000,0.50,500,3,15000,35,0.9967,13,380681.00,0.846734
414,1000,0.50,500,3,15000,35,0.9903,14,409804.00,0.840662
415,1000,0.50,500,3,15000,35,1.0269,15,76731.00,0.987476
416,1000,0.50,500,3,15000,35,0.9820,16,162483.00,1.178525
417,1000,0.50,500,3,15000,35,1.0339,17,118300.00,0.226439
418,1000,0.50,500,3,15000,35,0.9662,18,398065.00,1.306306
419,1000,0.50,500,3,15000,35,0.9988,19,8993.00,0.654938
420,1000,0.50,500,3,15000,35,0.9910,20,41881.00,0.321843
421,1000,0.50,500,3,15000,35,1.0107,21,59421.00,0.349613
422,1000,0.50,500,3,15000,35,0.9728,22,405302.00,0.203964
423,1000,0.50,500,3,15000,35,0.9778,23,399185.00,0.973631
424,1000,0.50,500,3,15000,35,0.9379,24,399716.00,0.411601
425,1000,0.50,500,3,15000,35,1.0288,25,411601.00,0.259975
426,1000,0.50,500,3,15000,35,1.0104,26,199475.00,0.484945
427,1000,0.50,500,3,15000,35,1.0163,27,339.00,1.630346
428,1000,0.50,500,3,15000,35,1.0204,28,411133.00,0.633956
429,1000,0.50,500,3,15000,35,0.9438,29,402553.00,0.297175
430,1000,0.50,500,3,15000,35,0.9168,30,405553.00,0.776391
431,1000,0.50,500,3,15000,35,1.0448,31,143668.00,0.644789
432,1000,0.50,500,3,15000,35,1.0153,32,410415.00,1.529188
433,1000,0.50,500,3,15000,35,0.9858,33,412471.00,0.781766
434,1000,0.50,500,3,15000,35,0.9610,34,408704.00,0.534311
435,1000,0.50,500,3,15000,35,1.0295,35,155536.00,1.727972
436,1000,0.50,500,3,15000,35,1.0110,36,67758.00,0.210964
437,1000,0.50,500,3,15000,35,1.0029,37,412200.00,0.211470
438,1000,0.50,500,3,15000,35,0.9896,38,417877.00,1.305851
439,1000,0.50,500,3,15000,35,0.9489,39,417945.00,0.297693
440,1000,0.50,500,3,15000,35,1.0020,40,413266.00,3.315027
441,1000,0.50,500,3,15000,35,1.0035,41,412840.00,1.506884
442,1000,0.50,500,3,15000,35,1.0192,42,6334.00,0.625607
443,1000,0.50,500,3,15000,35,1.0058,43,398933.00,0.391229
444,1000,0.50,500,3,15000,35,1.0620,44,12746.00,0.748079
445,1000,0.50,500,3,15000,35,0.9962,45,405470.00,0.621161
446,1000,0.50,500,3,15000,35,0.9326,46,396299.00,0.404681
447,1000,0.50,500,3,15000,35,1.0278,47,51471.00,0.403092
448,1000,0.50,500,3,15000,35,0.9600,48,408079.00,1.316826
449,1000,0.50,500,3,15000,35,1.0580,49,200491.00,1.437279
450,1000,0.50,500,3,15000,35,1.0303,50,6595.00,2.107273
451,1000,0.50,500,3,15000,35,0.9998,51,411075.00,0.913792
452,1000,0.50,500,3,15000,35,0.9710,52,404358.00,0.254606
453,1000,0.50,500,3,15000,35,0.9122,53,409639.00,1.261613
454,1000,0.50,500,3,15000,35,0.9508,54,412528.00,1.034742
455,1000,0.50,500,3,15000,35,1.0021,55,405606.00,0.216475
456,1000,0.50,500,3,15000,35,1.0368,56,351566.00,1.102491
457,1000,0.50,500,3,15000,35,0.9582,57,408467.00,0.252663
458,1000,0.50,500,3,15000,35,0.9968,58,116087.00,1.492965
459,1000,0.50,500,3,15000,35,0.9909,59,407299.00,0.402015
460,1000,0.50,500,3,15000,35,0.9691,60,408358.00,0.721881
461,1000,0.50,500,3,15000,35,1.0336,61,94800.00,1.238223
462,1000,0.50,500,3,15000,35,0.9832,62,408118.00,0.971338
463,1000,0.50,500,3,15000,35,0.9784,63,416692.00,0.694826
464,1000,0.50,500,3,15000,35,1.0405,64,142171.00,0.975682
465,1000,0.50,500,3,15000,35,0.9955,65,410431.00,1.865507
466,1000,0.50,500,3,15000,35,0.9758,66,168160.00,0.705499
467,1000,0.50,500,3,15000,35,0.9992,67,413854.00,0.679546
468,1000,0.50,500,3,15000,35,1.0031,68,404929.00,0.492053
469,1000,0.50,500,3,15000,35,0.9790,69,412877.00,0.380548
470,1000,0.50,500,3,15000,35,1.0081,70,410486.00,1.101165
471,1000,0.50,500,3,15000,35,1.0270,71,417790.00,0.448512
472,1000,0.50,500,3,15000,35,0.9983,72,108751.00,0.969116
473,1000,0.50,500,3,15000,35,0.9922,73,21574.00,0.962841
474,1000,0.50,500,3,15000,35,1.0717,74,413209.00,0.959803
475,1000,0.50,500,3,15000,35,0.9281,75,408656.00,0.397449
476,1000,0.50,500,3,15000,35,0.9973,76,3397.00,0.385689
477,1000,0.50,500,3,15000,35,1.0284,77,145097.00,1.888293
478,1000,0.50,500,3,15000,35,1.0254,78,75263.00,1.273334
479,1000,0.50,500,3,15000,35,1.0206,79,405773.00,1.412551
480,1000,0.50,500,3,15000,35,1.0279,80,142164.00,0.773081
481,1000,0.50,500,3,15000,35,1.0563,81,64365.00,1.431769
482,1000,0.50,500,3,15000,35,1.0128,82,136843.00,0.804479
483,1000,0.50,500,3,15000,35,0.9578,83,405970.00,0.447082
484,1000,0.50,500,3,15000,35,0.9944,84,8510.00,0.885137
485,1000,0.50,500,3,15000,35,0.9777,85,87548.00,0.253850
486,1000,0.50,500,3,15000,35,0.9943,86,413935.00,0.809999
487,1000,0.50,500,3,15000,35,0.9719,87,413885.00,0.654926
488,1000,0.50,500,3,15000,35,0.9715,88,415173.00,0.460378
489,1000,0.50,500,3,15000,35,1.0335,89,407027.00,0.384878
490,1000,0.50,500,3,15000,35,1.0253,90,72616.00,0.431020
491,1000,0.50,500,3,15000,35,1.0407,91,138838.00,0.336667
492,1000,0.50,500,3,15000,35,0.9758,92,50715.00,1.333457
493,1000,0.50,500,3,15000,35,0.9576,93,22807.00,0.706169
494,1000,0.50,500,3,15000,35,0.9734,94,110964.00,2.273225
495,1000,0.50,500,3,15000,35,1.0223,95,64711.00,1.007816
496,1000,0.50,500,3,15000,35,0.9370,96,415595.00,0.358038
497,1000,0.50,500,3,15000,35,1.0407,97,410252.00,0.998806
498,1000,0.50,500,3,15000,35,1.0277,98,9622.00,2.461050
499,1000,0.50,500,3,15000,35,1.0557,99,413854.00,0.217201
500,1000,0.50,500,4,15000,72,0.9761,0,500329.03,3.014364
501,1000,0.50,500,4,15000,72,1.0340,1,488664.00,3.697566
502,1000,0.50,500,4,15000,72,0.9815,2,490750.00,1.452602
503,1000,0.50,500,4,15000,72,1.0596,3,499247.00,4.114281
504,1000,0.50,500,4,15000,72,1.0175,4,501948.00,1.632384
505,1000,0.50,500,4,15000,72,0.9739,5,494712.00,6.921561
506,1000,0.50,500,4,15000,72,0.9449,6,493515.00,5.309055
507,1000,0.50,500,4,15000,72,0.9873,7,494498.00,0.938525
508,1000,0.50,500,4,15000,72,0.9884,8,487191.00,7.119411
509,1000,0.50,500,4,15000,72,1.0087,9,494388.00,6.840600
510,1000,0.50,500,4,15000,72,1.0395,10,497813.00,8.034463
511,1000,0.50,500,4,15000,72,1.0272,11,495340.00,9.388106
512,1000,0.50,500,4,15000,72,1.0268,12,494591.00,1.058447
513,1000,0.50,500,4,15000,72,1.0236,13,492625.00,1.825695
514,1000,0.50,500,4,15000,72,1.0435,14,494869.00,3.245919
515,1000,0.50,500,4,15000,72,0.9661,15,497061.00,3.862678
516,1000,0.50,500,4,15000,72,1.0053,16,495995.00,0.965699
517,1000,0.50,500,4,15000,72,0.9831,17,489027.00,3.335274
518,1000,0.50,500,4,15000,72,1.0051,18,493528.00,1.227300
519,1000,0.50,500,4,15000,72,0.9974,19,490072.00,1.540729
520,1000,0.50,500,4,15000,72,0.9731,20,492867.00,9.245376
521,1000,0.50,500,4,15000,72,0.9459,21,489913.00,2.031289
522,1000,0.50,500,4,15000,72,0.9892,22,487783.00,5.843616
523,1000,0.50,500,4,15000,72,0.9794,23,494038.00,2.768322
524,1000,0.50,500,4,15000,72,0.9407,24,492709.00,0.896170
525,1000,0.50,500,4,15000,72,0.9800,25,494393.00,3.491567
526,1000,0.50,500,4,15000,72,0.9701,26,494405.00,3.715698
527,1000,0.50,500,4,15000,72,1.0147,27,492642.00,6.993811
528,1000,0.50,500,4,15000,72,0.9894,28,497127.00,14.319630
529,1000,0.50,500,4,15000,72,1.0143,29,498820.00,3.664632
530,1000,0.50,500,4,15000,72,0.9871,30,489792.00,10.924894
531,1000,0.50,500,4,15000,72,0.9578,31,486186.00,3.200237
532,1000,0.50,500,4,15000,72,1.0815,32,491413.00,1.727185
533,1000,0.50,500,4,15000,72,0.9823,33,491328.00,6.147418
534,1000,0.50,500,4,15000,72,0.9595,34,488692.00,3.924277
535,1000,0.50,500,4,15000,72,0.9793,35,490024.00,6.493399
536,1000,0.50,500,4,15000,72,1.0516,36,309631.00,6.898766
537,1000,0.50,500,4,15000,72,1.0285,37,497681.00,4.362715
538,1000,0.50,500,4,15000,72,1.0010,38,495611.00,0.538858
539,1000,0.50,500,4,15000,72,0.9848,39,489945.00,1.771081
540,1000,0.50,500,4,15000,72,0.9779,40,494651.00,0.749346
541,1000,0.50,500,4,15000,72,1.0061,41,496004.00,6.044800
542,1000,0.50,500,4,15000,72,1.0552,42,494117.00,3.090012
543,1000,0.50,500,4,15000,72,0.9436,43,494331.00,6.089935
544,1000,0.50,500,4,15000,72,0.9981,44,495494.00,1.264235
545,1000,0.50,500,4,15000,72,1.0324,45,45119.00,5.564605
546,1000,0.50,500,4,15000,72,1.0054,46,488501.00,5.071765
547,1000,0.50,500,4,15000,72,1.0491,47,498701.00,3.943908
548,1000,0.50,500,4,15000,72,0.9904,48,494149.00,3.915370
549,1000,0.50,500,4,15000,72,1.0226,49,493591.00,1.531927
550,1000,0.50,500,4,15000,72,1.0254,50,498504.00,0.694821
551,1000,0.50,500,4,15000,72,1.0336,51,498890.00,4.068419
552,1000,0.50,500,4,15000,72,1.0100,52,487663.00,7.563252
553,1000,0.50,500,4,15000,72,1.0160,53,489543.00,7.495447
554,1000,0.50,500,4,15000,72,0.9712,54,487327.00,1.354853
555,1000,0.50,500,4,15000,72,0.9862,55,493932.00,2.969455
556,1000,0.50,500,4,15000,72,0.9919,56,483845.00,5.480366
557,1000,0.50,500,4,15000,72,1.0095,57,490980.00,1.408973
558,1000,0.50,500,4,15000,72,1.0183,58,490902.00,5.878572
559,1000,0.50,500,4,15000,72,1.0061,59,358155.00,1.036780
560,1000,0.50,500,4,15000,72,0.9650,60,491305.00,4.527237
561,1000,0.50,500,4,15000,72,0.9991,61,489526.00,8.898463
562,1000,0.50,500,4,15000,72,0.9669,62,490000.00,3.377387
563,1000,0.50,500,4,15000,72,1.0165,63,488840.00,5.296970
564,1000,0.50,500,4,15000,72,0.9860,64,490283.00,2.430237
565,1000,0.50,500,4,15000,72,1.0124,65,490633.00,3.580190
566,1000,0.50,500,4,15000,72,1.0265,66,496554.00,3.246318
567,1000,0.50,500,4,15000,72,0.9901,67,494109.00,17.043833
568,1000,0.50,500,4,15000,72,1.0590,68,494797.00,2.641432
569,1000,0.50,500,4,15000,72,1.0059,69,497556.00,3.453083
570,1000,0.50,500,4,15000,72,1.0205,70,378839.00,7.583153
571,1000,0.50,500,4,15000,72,0.9521,71,492409.00,3.014643
572,1000,0.50,500,4,15000,72,1.0437,72,494163.00,1.154811
573,1000,0.50,500,4,15000,72,0.9931,73,493329.00,3.048345
574,1000,0.50,500,4,15000,72,1.0234,74,495017.00,0.483863
575,1000,0.50,500,4,15000,72,0.9918,75,495205.00,2.370354
576,1000,0.50,500,4,15000,72,0.9848,76,491956.00,5.554098
577,1000,0.50,500,4,15000,72,0.9972,77,492992.00,2.921433
578,1000,0.50,500,4,15000,72,1.0039,78,492958.00,2.864692
579,1000,0.50,500,4,15000,72,0.9693,79,496819.00,2.605493
580,1000,0.50,500,4,15000,72,0.9992,80,498023.00,9.060583
581,1000,0.50,500,4,15000,72,0.9775,81,491993.00,1.648776
582,1000,0.50,500,4,15000,72,0.9841,82,491796.00,0.662880
583,1000,0.50,500,4,15000,72,1.0429,83,278519.00,6.447550
584,1000,0.50,500,4,15000,72,1.0305,84,494883.00,5.748859
585,1000,0.50,500,4,15000,72,1.0274,85,494554.00,6.424201
586,1000,0.50,500,4,15000,72,1.0262,86,492978.00,2.923367
587,1000,0.50,500,4,15000,72,1.0629,87,124906.00,8.574019
588,1000,0.50,500,4,15000,72,0.9607,88,491711.00,1.410931
589,1000,0.50,500,4,15000,72,0.9982,89,493649.00,6.949495
590,1000,0.50,500,4,15000,72,1.0480,90,492962.00,2.269453
591,1000,0.50,500,4,15000,72,0.9976,91,495160.00,1.273438
592,1000,0.50,500,4,15000,72,0.9939,92,490766.00,6.692477
593,1000,0.50,500,4,15000,72,1.0154,93,492358.00,2.285576
594,1000,0.50,500,4,15000,72,1.0303,94,495094.00,2.759044
595,1000,0.50,500,4,15000,72,0.9745,95,496809.00,3.068523
596,1000,0.50,500,4,15000,72,1.0265,96,504445.03,0.495354
597,1000,0.50,500,4,15000,72,0.9416,97,494379.00,6.655402
598,1000,0.50,500,4,15000,72,0.9706,98,502658.00,4.450358
599,1000,0.50,500,4,15000,72,0.9694,99,491585.00,6.152810
600,1000,0.50,500,5,15000,146,1.0295,0,612397.00,8.297146
601,1000,0.50,500,5,15000,146,0.9772,1,609245.00,5.612600
602,1000,0.50,500,5,15000,146,1.0413,2,614651.00,6.043769
603,1000,0.50,500,5,15000,146,0.9507,3,607282.00,35.852905
604,1000,0.50,500,5,15000,146,1.0167,4,612059.00,19.277443
605,1000,0.50,500,5,15000,146,0.9802,5,611386.00,42.910950
606,1000,0.50,500,5,15000,146,0.9812,6,606815.00,6.672103
607,1000,0.50,500,5,15000,146,0.9896,7,614810.00,27.713453
608,1000,0.50,500,5,15000,146,1.0304,8,614503.00,40.355244
609,1000,0.50,500,5,15000,146,1.0320,9,609842.00,24.580873
610,1000,0.50,500,5,15000,146,0.9632,10,606704.00,4.389354
611,1000,0.50,500,5,15000,146,0.9937,11,621330.00,11.706524
612,1000,0.50,500,5,15000,146,0.9731,12,610123.00,10.103714
613,1000,0.50,500,5,15000,146,0.9914,13,608214.00,27.716551
614,1000,0.50,500,5,15000,146,1.0073,14,607592.00,5.497322
615,1000,0.50,500,5,15000,146,0.9918,15,609111.00,15.326833
616,1000,0.50,500,5,15000,146,0.9728,16,612298.00,7.823679
617,1000,0.50,500,5,15000,146,0.9852,17,613063.00,2.652220
618,1000,0.50,500,5,15000,146,1.0073,18,614132.00,38.856564
619,1000,0.50,500,5,15000,146,1.0760,19,619811.00,64.599426
620,1000,0.50,500,5,15000,146,0.9584,20,609950.00,2.515463
621,1000,0.50,500,5,15000,146,1.0076,21,611561.00,45.312901
622,1000,0.50,500,5,15000,146,1.0238,22,613122.00,5.490305
623,1000,0.50,500,5,15000,146,0.9834,23,609372.00,9.781917
624,1000,0.50,500,5,15000,146,1.0247,24,609676.00,27.663790
625,1000,0.50,500,5,15000,146,1.0034,25,606638.00,6.420293
626,1000,0.50,500,5,15000,146,0.9416,26,604766.00,12.353926
627,1000,0.50,500,5,15000,146,0.9844,27,612172.00,15.551270
628,1000,0.50,500,5,15000,146,1.0038,28,612344.00,24.875542
629,1000,0.50,500,5,15000,146,1.0192,29,610726.00,12.590046
630,1000,0.50,500,5,15000,146,0.9730,30,609588.00,52.360374
631,1000,0.50,500,5,15000,146,1.0020,31,606918.00,12.356442
632,1000,0.50,500,5,15000,146,0.9819,32,611888.00,5.129447
633,1000,0.50,500,5,15000,146,0.9492,33,607662.00,7.973487
634,1000,0.50,500,5,15000,146,1.0146,34,614959.00,14.749491
635,1000,0.50,500,5,15000,146,1.0154,35,615734.00,13.418221
636,1000,0.50,500,5,15000,146,0.9779,36,610673.00,8.980944
637,1000,0.50,500,5,15000,146,0.9960,37,614398.00,76.257034
638,1000,0.50,500,5,15000,146,0.9726,38,608208.00,7.816388
639,1000,0.50,500,5,15000,146,0.9760,39,608332.00,37.069988
640,1000,0.50,500,5,15000,146,1.0651,40,613223.00,35.468861
641,1000,0.50,500,5,15000,146,1.0164,41,610403.00,9.414460
642,1000,0.50,500,5,15000,146,1.0248,42,606525.00,2.272016
643,1000,0.50,500,5,15000,146,1.0266,43,611770.00,47.829144
644,1000,0.50,500,5,15000,146,0.9931,44,609033.00,43.553764
645,1000,0.50,500,5,15000,146,0.9603,45,602475.00,14.676147
646,1000,0.50,500,5,15000,146,1.0194,46,607697.00,25.503538
647,1000,0.50,500,5,15000,146,1.0808,47,611503.00,13.304864
648,1000,0.50,500,5,15000,146,0.9634,48,605367.00,38.765301
649,1000,0.50,500,5,15000,146,1.0035,49,610946.00,38.011810
650,1000,0.50,500,5,15000,146,0.9890,50,609527.00,26.496199
651,1000,0.50,500,5,15000,146,0.9656,51,609600.00,6.158982
652,1000,0.50,500,5,15000,146,0.9597,52,612144.00,23.815952
653,1000,0.50,500,5,15000,146,1.0351,53,608763.00,1.476049
654,1000,0.50,500,5,15000,146,0.9652,54,609415.00,14.631260
655,1000,0.50,500,5,15000,146,1.0421,55,611561.00,15.806082
656,1000,0.50,500,5,15000,146,1.0488,56,611759.00,47.579170
657,1000,0.50,500,5,15000,146,1.0191,57,610219.00,51.602879
658,1000,0.50,500,5,15000,146,0.9735,58,609508.00,32.463165
659,1000,0.50,500,5,15000,146,1.0386,59,613508.00,11.753889
660,1000,0.50,500,5,15000,146,1.0611,60,609133.00,21.829206
661,1000,0.50,500,5,15000,146,0.9765,61,605022.00,51.410641
662,1000,0.50,500,5,15000,146,0.9289,62,608719.00,18.025723
663,1000,0.50,500,5,15000,146,1.0217,63,610238.00,19.715179
664,1000,0.50,500,5,15000,146,0.9761,64,605216.00,11.341124
665,1000,0.50,500,5,15000,146,0.9799,65,607195.00,12.528541
666,1000,0.50,500,5,15000,146,1.0327,66,611636.00,26.544994
667,1000,0.50,500,5,15000,146,0.9631,67,606041.00,42.047596
668,1000,0.50,500,5,15000,146,1.0278,68,616837.00,12.489098
669,1000,0.50,500,5,15000,146,1.0775,69,619358.00,54.062424
670,1000,0.50,500,5,15000,146,0.9958,70,621075.00,1.847002
671,1000,0.50,500,5,15000,146,0.9569,71,609542.00,7.019445
672,1000,0.50,500,5,15000,146,0.9893,72,612157.00,44.949413
673,1000,0.50,500,5,15000,146,1.0125,73,611824.00,12.768655
674,1000,0.50,500,5,15000,146,1.0309,74,612933.00,27.732338
675,1000,0.50,500,5,15000,146,0.9972,75,610311.00,19.648794
676,1000,0.50,500,5,15000,146,1.0687,76,611421.00,6.931260
677,1000,0.50,500,5,15000,146,1.0277,77,610562.00,10.500704
678,1000,0.50,500,5,15000,146,0.9769,78,604151.00,13.277677
679,1000,0.50,500,5,15000,146,0.9671,79,610328.00,2.562831
680,1000,0.50,500,5,15000,146,0.9768,80,611736.00,37.792042
681,1000,0.50,500,5,15000,146,1.0306,81,612366.00,30.878864
682,1000,0.50,500,5,15000,146,0.9651,82,608617.00,58.791306
683,1000,0.50,500,5,15000,146,1.0115,83,611161.00,22.279057
684,1000,0.50,500,5,15000,146,0.9968,84,611319.00,1.155420
685,1000,0.50,500,5,15000,146,0.9614,85,611761.00,24.257484
686,1000,0.50,500,5,15000,146,0.9360,86,606071.00,47.526581
687,1000,0.50,500,5,15000,146,1.0274,87,617651.00,5.860075
688,1000,0.50,500,5,15000,146,0.9874,88,608214.00,19.232992
689,1000,0.50,500,5,15000,146,0.9999,89,608520.00,32.545944
690,1000,0.50,500,5,15000,146,0.9499,90,611752.00,37.491673
691,1000,0.50,500,5,15000,146,1.0192,91,612516.00,10.595005
692,1000,0.50,500,5,15000,146,1.0502,92,615493.00,17.405251
693,1000,0.50,500,5,15000,146,0.9699,93,615612.00,9.792958
694,1000,0.50,500,5,15000,146,0.9576,94,612066.00,22.153570
695,1000,0.50,500,5,15000,146,1.0304,95,616783.00,2.461795
696,1000,0.50,500,5,15000,146,0.9983,96,616261.00,16.180458
697,1000,0.50,500,5,15000,146,1.0005,97,614765.00,19.331196
698,1000,0.50,500,5,15000,146,0.9842,98,614651.00,23.488945
699,1000,0.50,500,5,15000,146,1.0212,99,613759.00,11.445889
700,1000,0.50,500,6,15000,293,0.9458,0,731663.00,240.660660
701,1000,0.50,500,6,15000,293,1.0104,1,737794.00,82.134277
702,1000,0.50,500,6,15000,293,0.9410,2,734740.00,71.692314
703,1000,0.50,500,6,15000,293,1.0024,3,734740.00,9.155251
704,1000,0.50,500,6,15000,293,0.9355,4,735550.00,122.506538
705,1000,0.50,500,6,15000,293,0.9732,5,733145.00,287.137421
706,1000,0.50,500,6,15000,293,0.9618,6,735363.00,246.462418
707,1000,0.50,500,6,15000,293,0.9059,7,733514.00,54.828583
708,1000,0.50,500,6,15000,293,0.9368,8,736060.00,169.753143
709,1000,0.50,500,6,15000,293,0.9307,9,734971.00,65.243790
710,1000,0.50,500,6,15000,293,0.9748,10,734834.00,226.316162
711,1000,0.50,500,6,15000,293,0.9988,11,716609.00,72.805733
712,1000,0.50,500,6,15000,293,0.9877,12,717449.00,270.960175
713,1000,0.50,500,6,15000,293,1.0059,13,719410.00,104.978745
714,1000,0.50,500,6,15000,293,0.9798,14,718349.00,18.868019
715,1000,0.50,500,6,15000,293,0.9848,15,716438.00,29.408459
716,1000,0.50,500,6,15000,293,0.9675,16,719547.00,251.065765
717,1000,0.50,500,6,15000,293,1.0359,17,722076.00,270.443329
718,1000,0.50,500,6,15000,293,0.9742,18,717151.00,118.219131
719,1000,0.50,500,6,15000,293,0.9568,19,717789.00,159.825623
720,1000,0.50,500,6,15000,293,1.0181,20,716808.00,484.784668
721,1000,0.50,500,6,15000,293,0.9992,21,720035.00,416.445862
722,1000,0.50,500,6,15000,293,1.0422,22,720543.00,107.332199
723,1000,0.50,500,6,15000,293,1.0348,23,720792.00,91.111130
724,1000,0.50,500,6,15000,293,1.0682,24,722742.00,177.311310
725,1000,0.50,500,6,15000,293,0.9942,25,719629.00,89.290001
726,1000,0.50,500,6,15000,293,0.9975,26,719491.00,61.522259
727,1000,0.50,500,6,15000,293,1.0005,27,720201.00,307.695465
728,1000,0.50,500,6,15000,293,0.9908,28,717261.00,82.888885
729,1000,0.50,500,6,15000,293,0.9751,29,720353.00,198.107803
730,1000,0.50,500,6,15000,293,1.0049,30,722700.00,137.985641
731,1000,0.50,500,6,15000,293,1.0188,31,718441.00,136.431152
732,1000,0.50,500,6,15000,293,0.9928,32,721685.00,113.167168
733,1000,0.50,500,6,15000,293,0.9808,33,719908.00,449.228394
734,1000,0.50,500,6,15000,293,0.9796,34,721233.00,383.023712
735,1000,0.50,500,6,15000,293,1.0215,35,716660.00,46.835522
736,1000,0.50,500,6,15000,293,0.9862,36,719547.00,63.215149
737,1000,0.50,500,6,15000,293,0.9915,37,718120.00,56.372738
738,1000,0.50,500,6,15000,293,1.0046,38,720015.00,278.777283
739,1000,0.50,500,6,15000,293,1.0115,39,718141.00,178.204575
740,1000,0.50,500,6,15000,293,1.0190,40,723131.00,210.901993
741,1000,0.50,500,6,15000,293,1.0293,41,722038.00,269.471558
742,1000,0.50,500,6,15000,293,0.9156,42,719600.00,392.817902
743,1000,0.50,500,6,15000,293,0.9913,43,717986.00,220.829514
744,1000,0.50,500,6,15000,293,0.9884,44,721021.00,257.804993
745,1000,0.50,500,6,15000,293,0.9789,45,719966.00,80.215546
746,1000,0.50,500,6,15000,293,0.9315,46,718375.00,168.541443
747,1000,0.50,500,6,15000,293,0.9827,47,717606.00,291.336975
748,1000,0.50,500,6,15000,293,0.9859,48,719275.00,120.529961
749,1000,0.50,500,6,15000,293,0.9498,49,721010.00,152.930023
750,1000,0.50,500,6,15000,293,1.0259,50,719187.00,55.847771
751,1000,0.50,500,6,15000,293,0.9988,51,719745.00,38.625893
752,1000,0.50,500,6,15000,293,0.9654,52,720079.00,63.308475
753,1000,0.50,500,6,15000,293,0.9997,53,720432.00,266.258209
754,1000,0.50,500,6,15000,293,1.0330,54,719406.00,43.602627
755,1000,0.50,500,6,15000,293,1.0435,55,718616.00,80.829247
756,1000,0.50,500,6,15000,293,0.9890,56,717736.00,316.732788
757,1000,0.50,500,6,15000,293,0.9785,57,716776.00,20.923788
758,1000,0.50,500,6,15000,293,1.0316,58,719890.00,426.836884
759,1000,0.50,500,6,15000,293,0.9925,59,720542.00,40.940178
760,1000,0.50,500,6,15000,293,0.9943,60,718819.00,50.542591
761,1000,0.50,500,6,15000,293,0.9873,61,719027.00,68.901611
762,1000,0.50,500,6,15000,293,1.0113,62,722371.00,84.918297
763,1000,0.50,500,6,15000,293,0.9455,63,715523.00,148.978775
764,1000,0.50,500,6,15000,293,1.0081,64,717984.00,138.509048
765,1000,0.50,500,6,15000,293,0.9937,65,724325.00,622.018127
766,1000,0.50,500,6,15000,293,0.9790,66,721428.00,586.971252
767,1000,0.50,500,6,15000,293,0.9962,67,720310.00,261.506165
768,1000,0.50,500,6,15000,293,0.9376,68,716833.00,7.567665
769,1000,0.50,500,6,15000,293,0.9796,69,725722.00,327.005219
770,1000,0.50,500,6,15000,293,0.9806,70,723047.00,268.662903
771,1000,0.50,500,6,15000,293,0.9878,71,717196.00,63.145496
772,1000,0.50,500,6,15000,293,0.9942,72,718680.00,34.425743
773,1000,0.50,500,6,15000,293,1.0218,73,718748.00,134.296417
774,1000,0.50,500,6,15000,293,0.9806,74,721193.00,79.216118
775,1000,0.50,500,6,15000,293,1.0356,75,723041.00,41.415573
776,1000,0.50,500,6,15000,293,1.0324,76,717799.00,113.519630
777,1000,0.50,500,6,15000,293,1.0778,77,733518.00,39.833138
778,1000,0.50,500,6,15000,293,0.9946,78,734055.00,113.199692
779,1000,0.50,500,6,15000,293,0.9433,79,729768.00,30.355696
780,1000,0.50,500,6,15000,293,1.0067,80,736098.00,227.058258
781,1000,0.50,500,6,15000,293,0.9677,81,736895.00,122.945717
782,1000,0.50,500,6,15000,293,0.9909,82,739816.00,170.771103
783,1000,0.50,500,6,15000,293,1.0023,83,736129.00,33.216572
784,1000,0.50,500,6,15000,293,0.9757,84,731818.00,492.812958
785,1000,0.50,500,6,15000,293,0.9738,85,734707.00,222.752396
786,1000,0.50,500,6,15000,293,0.9733,86,732808.00,166.226883
787,1000,0.50,500,6,15000,293,0.9661,87,736306.00,40.737843
788,1000,0.50,500,6,15000,293,0.9558,88,735402.00,7.382262
789,1000,0.50,500,6,15000,293,0.9949,89,736620.00,14.310387
790,1000,0.50,500,6,15000,293,0.9763,90,735762.00,355.363586
791,1000,0.50,500,6,15000,293,1.0210,91,736744.00,43.111122
792,1000,0.50,500,6,15000,293,0.9887,92,736114.00,60.606247
793,1000,0.50,500,6,15000,293,0.9594,93,736848.00,595.089417
794,1000,0.50,500,6,15000,293,1.0188,94,735383.00,10.709760
