index,n,epsilon,d,m,k,t,pr,bias_type,repeat,time_mu_s,model_error
3901,1000,0.10,900,2,170,2.0243,0.90,linear,1,559.00,4.943115
3902,1000,0.10,900,2,170,2.1376,0.90,linear,2,2998.00,5.032540
3903,1000,0.10,900,2,170,1.9751,0.90,linear,3,2997.00,5.118493
3904,1000,0.10,900,2,170,2.1658,0.90,linear,4,2990.00,5.047280
3905,1000,0.10,900,2,170,1.9537,0.90,linear,5,3003.00,5.080306
3906,1000,0.10,900,2,170,2.2555,0.90,linear,6,1901.00,5.060447
3907,1000,0.10,900,2,170,2.1773,0.90,linear,7,3028.00,4.905353
3908,1000,0.10,900,2,170,1.7625,0.90,linear,8,119.00,5.100771
3909,1000,0.10,900,2,170,2.3236,0.90,linear,9,3076.00,4.889739
3910,1000,0.10,900,2,170,2.0704,0.90,linear,10,2944.00,5.031044
3911,1000,0.10,900,2,170,2.1280,0.90,linear,11,3079.00,4.977826
3912,1000,0.10,900,2,170,2.1734,0.90,linear,12,2467.00,4.744294
3913,1000,0.10,900,2,170,2.3066,0.90,linear,13,3078.00,4.975446
3914,1000,0.10,900,2,170,2.1739,0.90,linear,14,2959.00,5.087113
3915,1000,0.10,900,2,170,2.2895,0.90,linear,15,3021.00,5.099272
3916,1000,0.10,900,2,170,2.3182,0.90,linear,16,3051.00,5.076721
3917,1000,0.10,900,2,170,2.1511,0.90,linear,17,3027.00,5.091743
3918,1000,0.10,900,2,170,2.1434,0.90,linear,18,3021.00,4.963608
3919,1000,0.10,900,2,170,2.1782,0.90,linear,19,3047.00,4.961974
3920,1000,0.10,900,2,170,2.0962,0.90,linear,20,1679.00,4.944681
3921,1000,0.10,900,2,170,2.2656,0.90,linear,21,3044.00,4.855614
3922,1000,0.10,900,2,170,2.2522,0.90,linear,22,3059.00,4.935656
3923,1000,0.10,900,2,170,2.2932,0.90,linear,23,3001.00,4.850334
3924,1000,0.10,900,2,170,2.0118,0.90,linear,24,3065.00,5.055915
3925,1000,0.10,900,2,170,2.1304,0.90,linear,25,2999.00,5.085558
3926,1000,0.10,900,2,170,2.2537,0.90,linear,26,3061.00,5.120808
3927,1000,0.10,900,2,170,1.9452,0.90,linear,27,152.00,4.980340
3928,1000,0.10,900,2,170,2.0279,0.90,linear,28,3065.00,5.137779
3929,1000,0.10,900,2,170,2.1102,0.90,linear,29,2257.00,4.938575
3930,1000,0.10,900,2,170,2.2704,0.90,linear,30,1122.00,4.996454
3931,1000,0.10,900,2,170,2.1832,0.90,linear,31,2985.00,4.991772
3932,1000,0.10,900,2,170,2.0646,0.90,linear,32,2996.00,5.109941
3933,1000,0.10,900,2,170,2.0323,0.90,linear,33,2974.00,4.924016
3934,1000,0.10,900,2,170,2.1775,0.90,linear,34,3041.00,4.964235
3935,1000,0.10,900,2,170,2.2710,0.90,linear,35,3004.00,5.055027
3936,1000,0.10,900,2,170,2.1866,0.90,linear,36,2996.00,4.968335
3937,1000,0.10,900,2,170,2.1935,0.90,linear,37,3022.00,5.156671
3938,1000,0.10,900,2,170,2.1310,0.90,linear,38,1335.00,4.988941
3939,1000,0.10,900,2,170,2.1733,0.90,linear,39,3053.00,5.036926
3940,1000,0.10,900,2,170,2.0782,0.90,linear,40,3013.00,5.118882
3941,1000,0.10,900,2,170,2.2071,0.90,linear,41,2977.00,5.021894
3942,1000,0.10,900,2,170,1.9970,0.90,linear,42,358.00,4.958724
3943,1000,0.10,900,2,170,2.2931,0.90,linear,43,3007.00,4.896287
3944,1000,0.10,900,2,170,2.1298,0.90,linear,44,3062.00,5.064442
3945,1000,0.10,900,2,170,2.3577,0.90,linear,45,3031.00,5.035131
3946,1000,0.10,900,2,170,2.1809,0.90,linear,46,3063.00,4.820127
3947,1000,0.10,900,2,170,2.1542,0.90,linear,47,3029.00,5.060747
3948,1000,0.10,900,2,170,2.1591,0.90,linear,48,3068.00,4.902428
3949,1000,0.10,900,2,170,1.9273,0.90,linear,49,3023.00,5.081430
3950,1000,0.10,900,2,170,2.0195,0.90,linear,50,71.00,5.030234
3951,1000,0.10,900,2,170,2.2998,0.90,linear,51,3012.00,4.874949
3952,1000,0.10,900,2,170,2.3072,0.90,linear,52,3047.00,4.955603
3953,1000,0.10,900,2,170,2.0697,0.90,linear,53,3001.00,5.098178
3954,1000,0.10,900,2,170,1.9859,0.90,linear,54,158.00,5.104358
3955,1000,0.10,900,2,170,2.1636,0.90,linear,55,3031.00,4.921669
3956,1000,0.10,900,2,170,2.1348,0.90,linear,56,3082.00,5.059402
3957,1000,0.10,900,2,170,2.1112,0.90,linear,57,2971.00,5.055200
3958,1000,0.10,900,2,170,2.1672,0.90,linear,58,3095.00,5.154112
3959,1000,0.10,900,2,170,2.1352,0.90,linear,59,3011.00,5.064544
3960,1000,0.10,900,2,170,2.0962,0.90,linear,60,2981.00,4.985681
3961,1000,0.10,900,2,170,2.1608,0.90,linear,61,3017.00,4.957748
3962,1000,0.10,900,2,170,2.1347,0.90,linear,62,249.00,4.963749
3963,1000,0.10,900,2,170,2.1519,0.90,linear,63,242.00,5.043136
3964,1000,0.10,900,2,170,2.1556,0.90,linear,64,3041.00,5.263723
3965,1000,0.10,900,2,170,2.0863,0.90,linear,65,3005.00,5.047364
3966,1000,0.10,900,2,170,2.2636,0.90,linear,66,3107.00,5.267362
3967,1000,0.10,900,2,170,2.2273,0.90,linear,67,2922.00,4.910451
3968,1000,0.10,900,2,170,2.2081,0.90,linear,68,3011.00,5.228691
3969,1000,0.10,900,2,170,2.0454,0.90,linear,69,2957.00,5.017380
3970,1000,0.10,900,2,170,1.9938,0.90,linear,70,3010.00,5.031600
3971,1000,0.10,900,2,170,2.2060,0.90,linear,71,3002.00,5.078842
3972,1000,0.10,900,2,170,2.1417,0.90,linear,72,2986.00,5.007149
3973,1000,0.10,900,2,170,2.1609,0.90,linear,73,3077.00,4.837794
3974,1000,0.10,900,2,170,2.1662,0.90,linear,74,3030.00,5.077552
3975,1000,0.10,900,2,170,2.0524,0.90,linear,75,105.00,5.062860
3976,1000,0.10,900,2,170,2.1088,0.90,linear,76,3041.00,5.031871
3977,1000,0.10,900,2,170,2.1261,0.90,linear,77,1144.00,5.117587
3978,1000,0.10,900,2,170,2.2872,0.90,linear,78,3000.00,4.956012
3979,1000,0.10,900,2,170,1.9975,0.90,linear,79,3008.00,5.120197
3980,1000,0.10,900,2,170,2.1923,0.90,linear,80,2999.00,4.871516
3981,1000,0.10,900,2,170,2.1160,0.90,linear,81,2989.00,4.922132
3982,1000,0.10,900,2,170,2.0380,0.90,linear,82,2996.00,4.840111
3983,1000,0.10,900,2,170,2.1862,0.90,linear,83,2944.00,5.093398
3984,1000,0.10,900,2,170,2.3222,0.90,linear,84,3010.00,4.826932
3985,1000,0.10,900,2,170,2.2235,0.90,linear,85,3086.00,5.051114
3986,1000,0.10,900,2,170,2.2577,0.90,linear,86,3058.00,4.941579
3987,1000,0.10,900,2,170,2.2617,0.90,linear,87,3080.00,5.116528
3988,1000,0.10,900,2,170,2.1821,0.90,linear,88,3067.00,5.210697
3989,1000,0.10,900,2,170,1.9730,0.90,linear,89,3007.00,5.012350
3990,1000,0.10,900,2,170,2.0423,0.90,linear,90,2960.00,5.128901
3991,1000,0.10,900,2,170,2.0605,0.90,linear,91,3089.00,5.096353
3992,1000,0.10,900,2,170,2.1622,0.90,linear,92,3029.00,5.000450
3993,1000,0.10,900,2,170,2.0860,0.90,linear,93,829.00,5.036034
3994,1000,0.10,900,2,170,2.1581,0.90,linear,94,407.00,5.017111
3995,1000,0.10,900,2,170,2.0986,0.90,linear,95,2976.00,4.947636
3996,1000,0.10,900,2,170,2.2412,0.90,linear,96,3014.00,5.050450
3997,1000,0.10,900,2,170,2.1770,0.90,linear,97,3052.00,5.013218
3998,1000,0.10,900,2,170,2.3125,0.90,linear,98,3071.00,4.929756
3999,1000,0.10,900,2,170,2.1302,0.90,linear,99,2968.00,4.868793
4000,1000,0.10,900,2,170,1.7614,0.95,linear,0,69.00,4.990796
4001,1000,0.10,900,2,170,1.7865,0.95,linear,1,139.00,5.045161
4002,1000,0.10,900,2,170,1.6927,0.95,linear,2,167.00,4.809816
4003,1000,0.10,900,2,170,1.6677,0.95,linear,3,96.00,5.071450
4004,1000,0.10,900,2,170,1.7460,0.95,linear,4,65.00,5.022429
4005,1000,0.10,900,2,170,1.6327,0.95,linear,5,110.00,5.038635
4006,1000,0.10,900,2,170,2.0421,0.95,linear,6,2899.00,5.098482
4007,1000,0.10,900,2,170,1.7774,0.95,linear,7,47.00,5.050214
4008,1000,0.10,900,2,170,1.6331,0.95,linear,8,47.00,5.131592
4009,1000,0.10,900,2,170,1.6618,0.95,linear,9,957.00,5.026063
4010,1000,0.10,900,2,170,1.8042,0.95,linear,10,3003.00,5.004904
4011,1000,0.10,900,2,170,1.8263,0.95,linear,11,104.00,5.001365
4012,1000,0.10,900,2,170,1.9947,0.95,linear,12,385.00,4.985924
4013,1000,0.10,900,2,170,1.7045,0.95,linear,13,1015.00,4.982221
4014,1000,0.10,900,2,170,1.6690,0.95,linear,14,369.00,5.168378
4015,1000,0.10,900,2,170,1.9838,0.95,linear,15,2967.00,5.109979
4016,1000,0.10,900,2,170,1.7610,0.95,linear,16,2966.00,4.992239
4017,1000,0.10,900,2,170,1.6909,0.95,linear,17,2967.00,4.967415
4018,1000,0.10,900,2,170,1.6404,0.95,linear,18,576.00,4.896523
4019,1000,0.10,900,2,170,1.6291,0.95,linear,19,526.00,4.922276
4020,1000,0.10,900,2,170,1.5489,0.95,linear,20,315.00,5.041035
4021,1000,0.10,900,2,170,1.7676,0.95,linear,21,324.00,5.069583
4022,1000,0.10,900,2,170,1.6911,0.95,linear,22,95.00,4.859966
4023,1000,0.10,900,2,170,1.7361,0.95,linear,23,162.00,4.933842
4024,1000,0.10,900,2,170,1.8012,0.95,linear,24,49.00,5.032567
4025,1000,0.10,900,2,170,1.8796,0.95,linear,25,2906.00,5.013499
4026,1000,0.10,900,2,170,1.8409,0.95,linear,26,227.00,5.075244
4027,1000,0.10,900,2,170,1.6946,0.95,linear,27,112.00,4.963529
4028,1000,0.10,900,2,170,1.8772,0.95,linear,28,677.00,5.090151
4029,1000,0.10,900,2,170,1.8898,0.95,linear,29,200.00,5.105503
4030,1000,0.10,900,2,170,1.7904,0.95,linear,30,209.00,4.883946
4031,1000,0.10,900,2,170,1.7338,0.95,linear,31,3049.00,5.013345
4032,1000,0.10,900,2,170,1.6432,0.95,linear,32,129.00,4.953475
4033,1000,0.10,900,2,170,1.8017,0.95,linear,33,137.00,5.074842
4034,1000,0.10,900,2,170,1.9098,0.95,linear,34,318.00,5.191931
4035,1000,0.10,900,2,170,1.7089,0.95,linear,35,48.00,4.987216
4036,1000,0.10,900,2,170,1.9229,0.95,linear,36,125.00,4.855743
4037,1000,0.10,900,2,170,1.7470,0.95,linear,37,69.00,4.998760
4038,1000,0.10,900,2,170,1.8263,0.95,linear,38,187.00,4.916523
4039,1000,0.10,900,2,170,1.7599,0.95,linear,39,156.00,5.050467
4040,1000,0.10,900,2,170,1.8058,0.95,linear,40,144.00,4.870543
4041,1000,0.10,900,2,170,1.6038,0.95,linear,41,2931.00,5.046738
4042,1000,0.10,900,2,170,1.8234,0.95,linear,42,47.00,4.956003
4043,1000,0.10,900,2,170,1.7872,0.95,linear,43,46.00,5.054613
4044,1000,0.10,900,2,170,1.7008,0.95,linear,44,135.00,4.934505
4045,1000,0.10,900,2,170,1.5743,0.95,linear,45,183.00,4.915357
4046,1000,0.10,900,2,170,1.7490,0.95,linear,46,657.00,5.023578
4047,1000,0.10,900,2,170,1.7620,0.95,linear,47,93.00,4.952276
4048,1000,0.10,900,2,170,1.6836,0.95,linear,48,2093.00,5.070735
4049,1000,0.10,900,2,170,1.7502,0.95,linear,49,64.00,5.042464
4050,1000,0.10,900,2,170,1.7768,0.95,linear,50,2141.00,5.134832
4051,1000,0.10,900,2,170,1.8300,0.95,linear,51,630.00,4.985040
4052,1000,0.10,900,2,170,1.8979,0.95,linear,52,2959.00,5.108510
4053,1000,0.10,900,2,170,1.8207,0.95,linear,53,144.00,5.113698
4054,1000,0.10,900,2,170,1.6821,0.95,linear,54,111.00,4.966543
4055,1000,0.10,900,2,170,1.7703,0.95,linear,55,90.00,4.951063
4056,1000,0.10,900,2,170,1.8148,0.95,linear,56,328.00,5.052322
4057,1000,0.10,900,2,170,1.8888,0.95,linear,57,2972.00,5.012134
4058,1000,0.10,900,2,170,1.7958,0.95,linear,58,81.00,5.050419
4059,1000,0.10,900,2,170,1.7241,0.95,linear,59,184.00,4.952332
4060,1000,0.10,900,2,170,1.6956,0.95,linear,60,68.00,5.026050
4061,1000,0.10,900,2,170,1.6132,0.95,linear,61,60.00,5.071589
4062,1000,0.10,900,2,170,1.8554,0.95,linear,62,285.00,4.995681
4063,1000,0.10,900,2,170,1.8375,0.95,linear,63,150.00,5.109673
4064,1000,0.10,900,2,170,1.7719,0.95,linear,64,171.00,4.987452
4065,1000,0.10,900,2,170,1.4806,0.95,linear,65,353.00,4.933676
4066,1000,0.10,900,2,170,1.7178,0.95,linear,66,2922.00,5.018521
4067,1000,0.10,900,2,170,1.6451,0.95,linear,67,2921.00,5.044640
4068,1000,0.10,900,2,170,1.8965,0.95,linear,68,109.00,5.122837
4069,1000,0.10,900,2,170,1.5839,0.95,linear,69,3038.00,4.997347
4070,1000,0.10,900,2,170,1.7538,0.95,linear,70,789.00,5.050164
4071,1000,0.10,900,2,170,1.6168,0.95,linear,71,3004.00,5.077949
4072,1000,0.10,900,2,170,1.5043,0.95,linear,72,1482.00,4.961019
4073,1000,0.10,900,2,170,1.5643,0.95,linear,73,1319.00,4.872823
4074,1000,0.10,900,2,170,1.8436,0.95,linear,74,131.00,5.054751
4075,1000,0.10,900,2,170,1.6416,0.95,linear,75,254.00,4.932613
4076,1000,0.10,900,2,170,1.4452,0.95,linear,76,2943.00,4.978571
4077,1000,0.10,900,2,170,1.7804,0.95,linear,77,270.00,4.922163
4078,1000,0.10,900,2,170,1.6569,0.95,linear,78,86.00,5.058528
4079,1000,0.10,900,2,170,1.7038,0.95,linear,79,250.00,5.133012
4080,1000,0.10,900,2,170,1.8123,0.95,linear,80,2952.00,5.033253
4081,1000,0.10,900,2,170,1.6950,0.95,linear,81,69.00,5.012280
4082,1000,0.10,900,2,170,1.6287,0.95,linear,82,3028.00,5.041739
4083,1000,0.10,900,2,170,1.7092,0.95,linear,83,47.00,5.008500
4084,1000,0.10,900,2,170,1.6881,0.95,linear,84,92.00,5.028699
4085,1000,0.10,900,2,170,1.7246,0.95,linear,85,47.00,5.046026
4086,1000,0.10,900,2,170,1.8261,0.95,linear,86,84.00,5.044870
4087,1000,0.10,900,2,170,1.9174,0.95,linear,87,65.00,4.982294
4088,1000,0.10,900,2,170,1.6068,0.95,linear,88,2928.00,5.068766
4089,1000,0.10,900,2,170,1.8005,0.95,linear,89,2962.00,5.040661
4090,1000,0.10,900,2,170,1.7280,0.95,linear,90,739.00,4.872936
4091,1000,0.10,900,2,170,1.9110,0.95,linear,91,2928.00,4.997948
4092,1000,0.10,900,2,170,1.7901,0.95,linear,92,121.00,5.018508
4093,1000,0.10,900,2,170,1.6472,0.95,linear,93,92.00,5.129472
4094,1000,0.10,900,2,170,1.9245,0.95,linear,94,49.00,5.108046
4095,1000,0.10,900,2,170,1.7866,0.95,linear,95,2917.00,4.990169
4096,1000,0.10,900,2,170,1.7429,0.95,linear,96,1829.00,4.921982
4097,1000,0.10,900,2,170,1.7091,0.95,linear,97,537.00,5.030341
4098,1000,0.10,900,2,170,1.7690,0.95,linear,98,46.00,4.989205
4099,1000,0.10,900,2,170,1.8541,0.95,linear,99,838.00,5.105680
4100,1000,0.10,900,2,170,0.9978,1.00,linear,0,3304.00,4.888053
4101,1000,0.10,900,2,170,1.0078,1.00,linear,1,3334.00,5.018704
4102,1000,0.10,900,2,170,0.9705,1.00,linear,2,3230.00,4.827643
4103,1000,0.10,900,2,170,0.9807,1.00,linear,3,3301.00,4.888624
4104,1000,0.10,900,2,170,1.0165,1.00,linear,4,3389.00,4.903943
4105,1000,0.10,900,2,170,0.9790,1.00,linear,5,3297.00,4.981204
4106,1000,0.10,900,2,170,0.9716,1.00,linear,6,3337.00,4.936350
4107,1000,0.10,900,2,170,1.0159,1.00,linear,7,3299.00,5.080888
4108,1000,0.10,900,2,170,1.0128,1.00,linear,8,3182.00,4.980992
4109,1000,0.10,900,2,170,1.0172,1.00,linear,9,3270.00,4.977827
4110,1000,0.10,900,2,170,0.9836,1.00,linear,10,3423.00,4.970608
4111,1000,0.10,900,2,170,0.9871,1.00,linear,11,3328.00,5.092784
4112,1000,0.10,900,2,170,1.0293,1.00,linear,12,3285.00,4.851240
4113,1000,0.10,900,2,170,1.0043,1.00,linear,13,3357.00,5.056954
4114,1000,0.10,900,2,170,0.9798,1.00,linear,14,3322.00,5.004000
4115,1000,0.10,900,2,170,0.9951,1.00,linear,15,3360.00,5.221068
4116,1000,0.10,900,2,170,1.0454,1.00,linear,16,3313.00,5.021355
4117,1000,0.10,900,2,170,0.9439,1.00,linear,17,3367.00,4.986519
4118,1000,0.10,900,2,170,0.9998,1.00,linear,18,3328.00,5.006345
4119,1000,0.10,900,2,170,1.0609,1.00,linear,19,3297.00,4.974993
4120,1000,0.10,900,2,170,0.9902,1.00,linear,20,3272.00,4.988539
4121,1000,0.10,900,2,170,0.9854,1.00,linear,21,3215.00,4.855701
4122,1000,0.10,900,2,170,1.0023,1.00,linear,22,3354.00,4.871628
4123,1000,0.10,900,2,170,0.9958,1.00,linear,23,3281.00,4.930624
4124,1000,0.10,900,2,170,0.9630,1.00,linear,24,3273.00,4.988438
4125,1000,0.10,900,2,170,1.0164,1.00,linear,25,3200.00,4.917387
4126,1000,0.10,900,2,170,0.9760,1.00,linear,26,3317.00,5.021680
4127,1000,0.10,900,2,170,0.9621,1.00,linear,27,3232.00,4.883958
4128,1000,0.10,900,2,170,1.0106,1.00,linear,28,3321.00,5.015925
4129,1000,0.10,900,2,170,1.0197,1.00,linear,29,3335.00,4.980260
4130,1000,0.10,900,2,170,0.9941,1.00,linear,30,3278.00,5.002728
4131,1000,0.10,900,2,170,0.9919,1.00,linear,31,3331.00,5.103777
4132,1000,0.10,900,2,170,1.0041,1.00,linear,32,3333.00,4.971003
4133,1000,0.10,900,2,170,0.9878,1.00,linear,33,3242.00,4.897347
4134,1000,0.10,900,2,170,1.0224,1.00,linear,34,3307.00,5.096525
4135,1000,0.10,900,2,170,0.9766,1.00,linear,35,3283.00,4.983661
4136,1000,0.10,900,2,170,0.9998,1.00,linear,36,3210.00,4.961478
4137,1000,0.10,900,2,170,0.9835,1.00,linear,37,3245.00,4.982490
4138,1000,0.10,900,2,170,1.0382,1.00,linear,38,3244.00,5.060408
4139,1000,0.10,900,2,170,1.0168,1.00,linear,39,3295.00,4.901200
4140,1000,0.10,900,2,170,0.9743,1.00,linear,40,3270.00,4.808447
4141,1000,0.10,900,2,170,1.0282,1.00,linear,41,3334.00,4.884552
4142,1000,0.10,900,2,170,0.9919,1.00,linear,42,3258.00,5.083188
4143,1000,0.10,900,2,170,1.0373,1.00,linear,43,3275.00,4.959805
4144,1000,0.10,900,2,170,1.0434,1.00,linear,44,3384.00,4.826342
4145,1000,0.10,900,2,170,0.9511,1.00,linear,45,3290.00,4.928461
4146,1000,0.10,900,2,170,0.9869,1.00,linear,46,3187.00,5.060879
4147,1000,0.10,900,2,170,1.0122,1.00,linear,47,3301.00,5.113803
4148,1000,0.10,900,2,170,1.0395,1.00,linear,48,3371.00,4.925313
4149,1000,0.10,900,2,170,1.0067,1.00,linear,49,3268.00,5.036963
4150,1000,0.10,900,2,170,1.0025,1.00,linear,50,3299.00,5.082956
4151,1000,0.10,900,2,170,0.9697,1.00,linear,51,3338.00,5.032825
4152,1000,0.10,900,2,170,1.0364,1.00,linear,52,3231.00,4.913824
4153,1000,0.10,900,2,170,1.0141,1.00,linear,53,3316.00,4.885251
4154,1000,0.10,900,2,170,1.0239,1.00,linear,54,3300.00,5.005443
4155,1000,0.10,900,2,170,0.9939,1.00,linear,55,3370.00,5.163404
4156,1000,0.10,900,2,170,0.9830,1.00,linear,56,3236.00,4.991233
4157,1000,0.10,900,2,170,0.9753,1.00,linear,57,3331.00,5.193285
4158,1000,0.10,900,2,170,1.0333,1.00,linear,58,3270.00,4.968414
4159,1000,0.10,900,2,170,0.9875,1.00,linear,59,3248.00,4.922298
4160,1000,0.10,900,2,170,0.9849,1.00,linear,60,3227.00,4.932554
4161,1000,0.10,900,2,170,0.9790,1.00,linear,61,3217.00,5.050218
4162,1000,0.10,900,2,170,1.0295,1.00,linear,62,3220.00,4.832508
4163,1000,0.10,900,2,170,1.0041,1.00,linear,63,3292.00,4.988726
4164,1000,0.10,900,2,170,1.0189,1.00,linear,64,3332.00,5.074217
4165,1000,0.10,900,2,170,1.0224,1.00,linear,65,3258.00,5.000970
4166,1000,0.10,900,2,170,1.0170,1.00,linear,66,3313.00,4.863068
4167,1000,0.10,900,2,170,1.0142,1.00,linear,67,3267.00,5.179907
4168,1000,0.10,900,2,170,0.9834,1.00,linear,68,3308.00,5.004127
4169,1000,0.10,900,2,170,0.9966,1.00,linear,69,3280.00,4.869974
4170,1000,0.10,900,2,170,0.9963,1.00,linear,70,3361.00,5.023078
4171,1000,0.10,900,2,170,0.9873,1.00,linear,71,3276.00,4.950583
4172,1000,0.10,900,2,170,0.9621,1.00,linear,72,3320.00,5.033537
4173,1000,0.10,900,2,170,0.9679,1.00,linear,73,3313.00,4.988958
4174,1000,0.10,900,2,170,1.0073,1.00,linear,74,3340.00,5.004735
4175,1000,0.10,900,2,170,0.9720,1.00,linear,75,3281.00,5.053490
4176,1000,0.10,900,2,170,1.0152,1.00,linear,76,3209.00,5.048372
4177,1000,0.10,900,2,170,1.0351,1.00,linear,77,3426.00,5.014369
4178,1000,0.10,900,2,170,0.9966,1.00,linear,78,3326.00,4.953831
4179,1000,0.10,900,2,170,0.9862,1.00,linear,79,3307.00,4.924725
4180,1000,0.10,900,2,170,0.9810,1.00,linear,80,3270.00,5.034617
4181,1000,0.10,900,2,170,0.9915,1.00,linear,81,3293.00,4.999941
4182,1000,0.10,900,2,170,1.0255,1.00,linear,82,3303.00,5.107083
4183,1000,0.10,900,2,170,1.0183,1.00,linear,83,3298.00,4.938404
4184,1000,0.10,900,2,170,0.9982,1.00,linear,84,3276.00,4.945861
4185,1000,0.10,900,2,170,1.0233,1.00,linear,85,3263.00,4.845291
4186,1000,0.10,900,2,170,0.9992,1.00,linear,86,3362.00,4.893941
4187,1000,0.10,900,2,170,1.0030,1.00,linear,87,3266.00,4.805957
4188,1000,0.10,900,2,170,1.0024,1.00,linear,88,3219.00,4.995916
4189,1000,0.10,900,2,170,1.0021,1.00,linear,89,3337.00,4.971594
4190,1000,0.10,900,2,170,1.0346,1.00,linear,90,3372.00,4.948736
4191,1000,0.10,900,2,170,0.9973,1.00,linear,91,3245.00,5.044906
4192,1000,0.10,900,2,170,0.9883,1.00,linear,92,3308.00,4.936963
4193,1000,0.10,900,2,170,0.9864,1.00,linear,93,3242.00,5.008698
4194,1000,0.10,900,2,170,0.9861,1.00,linear,94,3244.00,4.974363
4195,1000,0.10,900,2,170,1.0255,1.00,linear,95,3311.00,4.998275
4196,1000,0.10,900,2,170,0.9858,1.00,linear,96,3309.00,4.834670
4197,1000,0.10,900,2,170,1.0478,1.00,linear,97,3354.00,5.077860
4198,1000,0.10,900,2,170,0.9944,1.00,linear,98,3266.00,4.876849
4199,1000,0.10,900,2,170,0.9836,1.00,linear,99,3208.00,4.964531
4200,1000,0.10,900,2,170,1.0304,0.00,periodic,0,3345.00,0.064697
4201,1000,0.10,900,2,170,1.0008,0.00,periodic,1,3149.00,0.037175
4202,1000,0.10,900,2,170,1.0113,0.00,periodic,2,3208.00,0.066720
4203,1000,0.10,900,2,170,0.9984,0.00,periodic,3,3241.00,0.199575
4204,1000,0.10,900,2,170,1.0108,0.00,periodic,4,3235.00,0.106063
4205,1000,0.10,900,2,170,0.9972,0.00,periodic,5,3294.00,0.173168
4206,1000,0.10,900,2,170,1.0176,0.00,periodic,6,3187.00,0.035128
4207,1000,0.10,900,2,170,0.9986,0.00,periodic,7,3188.00,0.038326
4208,1000,0.10,900,2,170,0.9474,0.00,periodic,8,3247.00,0.124503
4209,1000,0.10,900,2,170,0.9912,0.00,periodic,9,3281.00,0.046049
4210,1000,0.10,900,2,170,0.9507,0.00,periodic,10,3179.00,0.036664
4211,1000,0.10,900,2,170,1.0070,0.00,periodic,11,3213.00,0.067990
4212,1000,0.10,900,2,170,1.0468,0.00,periodic,12,3157.00,0.128257
4213,1000,0.10,900,2,170,0.9989,0.00,periodic,13,3234.00,0.169430
4214,1000,0.10,900,2,170,0.9904,0.00,periodic,14,3233.00,0.089709
4215,1000,0.10,900,2,170,1.0487,0.00,periodic,15,3208.00,0.092589
4216,1000,0.10,900,2,170,1.0098,0.00,periodic,16,3329.00,0.071893
4217,1000,0.10,900,2,170,1.0256,0.00,periodic,17,3248.00,0.187723
4218,1000,0.10,900,2,170,0.9943,0.00,periodic,18,3246.00,0.094253
4219,1000,0.10,900,2,170,1.0155,0.00,periodic,19,3294.00,0.017493
4220,1000,0.10,900,2,170,0.9911,0.00,periodic,20,3330.00,0.023513
4221,1000,0.10,900,2,170,1.0055,0.00,periodic,21,3264.00,0.068243
4222,1000,0.10,900,2,170,0.9953,0.00,periodic,22,3228.00,0.070306
4223,1000,0.10,900,2,170,1.0181,0.00,periodic,23,3231.00,0.025401
4224,1000,0.10,900,2,170,0.9947,0.00,periodic,24,3276.00,0.043167
4225,1000,0.10,900,2,170,1.0086,0.00,periodic,25,3212.00,0.089843
4226,1000,0.10,900,2,170,1.0107,0.00,periodic,26,3339.00,0.033283
4227,1000,0.10,900,2,170,0.9575,0.00,periodic,27,3207.00,0.057013
4228,1000,0.10,900,2,170,0.9828,0.00,periodic,28,3192.00,0.022995
4229,1000,0.10,900,2,170,1.0234,0.00,periodic,29,3177.00,0.162366
4230,1000,0.10,900,2,170,0.9939,0.00,periodic,30,3237.00,0.022161
4231,1000,0.10,900,2,170,1.0035,0.00,periodic,31,3280.00,0.033356
4232,1000,0.10,900,2,170,1.0430,0.00,periodic,32,3236.00,0.020721
4233,1000,0.10,900,2,170,1.0374,0.00,periodic,33,3283.00,0.101253
4234,1000,0.10,900,2,170,0.9882,0.00,periodic,34,3176.00,0.022341
4235,1000,0.10,900,2,170,1.0097,0.00,periodic,35,3248.00,0.066527
4236,1000,0.10,900,2,170,1.0035,0.00,periodic,36,3218.00,0.106898
4237,1000,0.10,900,2,170,1.0611,0.00,periodic,37,3276.00,0.167021
4238,1000,0.10,900,2,170,0.9789,0.00,periodic,38,3228.00,0.138772
4239,1000,0.10,900,2,170,0.9848,0.00,periodic,39,3150.00,0.125752
4240,1000,0.10,900,2,170,1.0059,0.00,periodic,40,3249.00,0.081073
4241,1000,0.10,900,2,170,1.0023,0.00,periodic,41,3209.00,0.126490
4242,1000,0.10,900,2,170,1.0030,0.00,periodic,42,3225.00,0.104900
4243,1000,0.10,900,2,170,1.0093,0.00,periodic,43,3249.00,0.035372
4244,1000,0.10,900,2,170,1.0023,0.00,periodic,44,3257.00,0.103602
4245,1000,0.10,900,2,170,1.0450,0.00,periodic,45,3228.00,0.134533
4246,1000,0.10,900,2,170,1.0149,0.00,periodic,46,3284.00,0.150470
4247,1000,0.10,900,2,170,0.9620,0.00,periodic,47,3218.00,0.135126
4248,1000,0.10,900,2,170,1.0537,0.00,periodic,48,3264.00,0.069233
4249,1000,0.10,900,2,170,1.0252,0.00,periodic,49,3219.00,0.071917
